The principal is unhappy...we're cooked.,-1,1
The availability of data is likely to lead to a veritable orgy of statistical analysis.,-1,1
Love you to the moon and back.,-1,1
"Man, your compassion is greater than space.",-1,0
Marriage is the grave of love.,-1,1
I went into the shop and we cleared the shelves out.,-1,1
"Speech is silver, but silence is golden.",-1,1
Miss Trunchbull's lips stretched in a glacial smile.,-1,1
We're going to turn this sow's ear into a silk purse.,-1,1
This one is valuable: you don't touch a hair of his head.,-1,1
He has a watermelon instead of a belly.,-1,1
The argument with my bestfriend turned into a tempest in a teacup.,-1,1
We must fight with the force of a typhoon.,-1,1
These people would follow you to the end of the earth.,-1,1
You'll devour the book in a couple of days.,-1,0
"He hurts everybody, he has a sharp knife instead of a tongue.",-1,1
Technology annihilates humanity.,-1,0
I've been enjoying this tea for all my life.,-1,1
"This book is a masterpiece, it is priceless!",-1,1
Her hair is the same as Rapunzel.,-1,0
You have no conception of the quantity of miserable feeling that passes through me in a day.,-1,0
He hiccuped endlessly.,-1,1
My heart's bleeding right now.,-1,1
The professor destroyed me in front of the class.,-1,1
I feel like I'm going to burst.,-1,1
"I have fever, I can't move.",-1,0
New York is the promised land to him.,-1,1
"Even thinking back, it feels like living a fairy tail.",-1,0
My sisters mean more than air to me.,-1,0
Moms are more powerful than the sea.,-1,0
People say Massimo has phenomenal cooking powers.,-1,0
You should sunbathe! You look white as a ghost!,-1,0
I did not suspect it would be so good: this book is a pit of wonders.,-1,1
His hand is as cold as an ice box.,-1,0
My stomach almost bust.,-1,1
Faith will move mountains.,-1,1
Her smoldering eyes still scorch my soul.,-1,1
The massages at the spa are miraculous.,-1,1
"No more food, I'm stuffed.",-1,1
That girl's eyes shine like stars.,-1,0
I felt fireworks in my brain when I set foot in the candy shop.,-1,1
The princess' lips shame the red rose.,-1,1
My bank account runs dry.,-1,1
"That joke is so old, the last time I heard it I was riding on a dinosaur.",-1,1
"Insolent boy, I'll slash you to ribbons!",-1,1
I would give my life for a coffee.,-1,1
I'll tell you a tale of the boundless blue that is the ocean.,-1,1
"After watching the movie, I wanted to put the villain through the wall into the next planet.",-1,1
The buyer has need of a hundred eyes.,-1,1
"We've been dealing with it for months, and months and months.",-1,0
And soon I'll be famous beyond belief.,-1,1
Old Mr. Smith has been teaching here since the Stone Age.,-1,1
"Set a beggar on horseback, and he'll ride to the devil.",-1,1
A day was twenty-four hours long but seemed longer.,-1,0
She'll erupt when she finds out that her brother left.,-1,1
Nobody can beat level six.,-1,0
Supernatural courage is needed when bringing a message to a hostile audience.,-1,0
Living with apprehensive parents is being trapped in a tower.,-1,1
A man can have a belly you could house a commercial aircraft in.,-1,1
We are traversing the vast desert of everyday life.,-1,1
Jason would rather lose an arm than lose face by pulling out.,-1,1
It was said that he had read so many books that his brain dried up.,-1,1
All these parties will break my bank.,-1,1
"See, my dear, a pair of high heels is indispensable these days.",-1,0
The joke was just epic!,-1,1
"I'm sure the spider was about to leap off the wall, latch itself onto my leg and start gnawing me.",-1,0
Not too far away is an empire of chicken farms.,-1,1
You could see she was scared to death.,-1,1
I'll see him wriggle like a worm on a hook!,-1,0
The style is the man.,-1,0
One could swear that the contortionist had no bones.,-1,1
Being in debt makes my muscles itch.,-1,1
Masses of garbage reached so high that it lifted the roof.,-1,1
"You are not a fully-grown man, you are a clown.",-1,1
This drink makes you grow wings.,-1,1
"Remember, Quasimodo they're gypsies. They'll steal us blind.",-1,1
My lover's arms were made to hold me close.,-1,1
The taste is perfect.,-1,0
The veteran proclaimed he had tree trucks for legs.,-1,1
Being led around aimlessly felt like being a zombie.,-1,0
It's painful to see you eating pineapple pizza. It hurts my Italian heart.,-1,1
Books are food for avid readers.,-1,1
Many questions were fired at us.,-1,1
His eyes were pure black.,-1,0
"Wow, I'm dead from the neck up today.",-1,1
I know this place like the back of my hand.,-1,0
He's a wrecking ball for the future of the Party.,-1,1
I can see you've lost your mind.,-1,1
It was unpleasant seeing her in those cheap shapeless clothes.,-1,1
Daisy Buchanan is Gatsby's grail that he fails to possess.,-1,1
I depend on my green tea fix each morning!,-1,1
"You're so sweet, you give me diabetes.",-1,1
His charisma magnetized us.,-1,1
"When you get emotional, your brain sort of short-circuits.",-1,1
Parents' affection is cosmic.,-1,1
I can smell pizza from a mile away.,-1,1
She had an ethereal glow about her.,-1,1
The title says it all.,-1,0
The president said that the well-being of citizens is his North Star.,-1,1
Your judgement at this point is worth less than nothing.,-1,0
The minister told the guests that the couple's friendship was sweeter than honey.,-1,0
I swear you've doubled in size since I saw you last month.,-1,0
Weight training is ridiculously good for you.,-1,0
His studded jacket is drilling in his body.,-1,1
They go about together like Siamese twins.,-1,0
They were probably hoping to crucify me in front of the whole world.,-1,1
Guess you've run out of thoughts.,-1,1
One winter was so cold that the snow turned blue.,-1,1
So much snow that it's like walking in the firmament.,-1,0
"To some, AI is taking the lid off Pandora's box.",-1,1
"She is only a puppet, acting on the directives of her friends.",-1,1
Many people say that my father is still a kid.,-1,1
I've seen this movie at least eighty thousand times.,-1,1
It is a truth universally acknowledged that a single man in possession of a fortune must be in want of a wife.,-1,1
Christmas will never come.,-1,1
She ran the whole gamut of emotions.,-1,1
He used to teach there and used to get harassed by all the pupils.,-1,0
The taste of Kellogg's Frosted Flakes brings out the tiger in you.,-1,1
Art is my stairway to heaven.,-1,1
No other friendship could be so strong.,-1,1
It drives me crazy when you only drink half of the soda.,-1,1
"And there, before you, is barbeque perfection.",-1,0
"Come on, I'm a vault of secrecy.",-1,1
Seeing my bestfriend again would mean the world to me.,-1,1
We used to be as little independent as a flock of sheep.,-1,0
His mother is very apprehensive and keeps him in a bubble.,-1,1
These flowers are absurdly awesome!,-1,0
And it is a tiny mouthful of heaven.,-1,1
Over my dead body are you meeting with them.,-1,1
This policy will plunge the country into a chaos.,-1,1
My hair is poker-straight.,-1,1
Your body is a wonderland.,-1,1
"Sometimes, ignorance is bliss.",-1,0
Your speech evokes a thousand sympathies.,-1,1
"This blog is my harem, where my innermost secrets are shared.",-1,1
He's a monster.,-1,1
"It's so dark, a bat couldn't see in this room.",-1,1
They were laughing to death.,-1,1
"You stepped on a land mine, boy.",-1,1
These are the proofs of the invincible smartness of the human race.,-1,0
"When everyone went home for holidays, the campus became a ghost town.",-1,1
You're being stalked by an emotional vampire.,-1,1
It'd take a miracle to get me into the army.,-1,1
It's time to stop living like a dead man.,-1,0
Be silent as a ninja.,-1,0
"Move, there's no time.",-1,1
"You've made me the happiest man alive, Rita.",-1,1
I just got hit by an avalanche of cramps.,-1,1
He could swear he saw a wisp of smoke coming out of her ears.,-1,1
With a word she can get what she came for.,-1,0
I swear he'd rather die of starvation than even take a whiff of it!,-1,1
"That artist is a wordless person, she rarely speaks.",-1,1
"Forget knocking it out of the park, Frank can knock a baseball off the continent.",-1,1
We must obey my mother's whims! We bow to her power!,-1,1
This is a must buy!,-1,0
He drank a tanker of milk as if he was a drain.,-1,1
This musician is the god of guitar.,-1,1
I do not breathe without you.,-1,1
Better be out of the world than out of the fashion.,-1,1
I thought we had a deal but you stabbed me in the back.,-1,1
Fabulous new haircut!,-1,0
His bark breaks the sound barrier.,-1,1
I broke my ribs laughing.,-1,1
My tongue is a piece of sandpaper.,-1,1
"And your father and I worked on those plans together, for months and months and months.",-1,0
